№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
2730;Памятник композитору Римскому-Корсакову Н.А.;112683.31;93224.75;Театральная пл.;29.9488805817;60.1014201343
2731;Консерватория;112738.82;93172.93;Театральная пл., 3;29.9479482683;60.1019179998
2732;"Здание амбулатории фабрики ""Красный ткач""";121372.52;89213.08;Тельмана ул., 10, лит. АИ;29.8764736943;60.1793619502
2733;Парк с озерами: Большое (Осинорощинское), Глухое, Малое и Среднее (Дворцовое);110087.63;114012.67;Территория в границах усадьбы;30.3223371394;60.0777404537
2734;Лесная молочная ферма Ю.Ю. Бенуа (комплекс с хозяйственными постройками, парком с прудами в границах пр. Науки, Светлановского пр., ул. Веденеева и Тихорецкого пр.);116724.39;103507.96;Тихорецкий пр., 9а, в,г;30.1338798577;60.1376333492
2735;Дача Ю.Ю. Бенуа;116683.55;103412.83;Тихорецкий пр., 9а, в,г;30.1321664445;60.1372685083
2736;Коровник;116722.17;103595.67;Тихорецкий пр., 9а, в,г;30.1354581922;60.137611822
2737;Памятник В.И. Чапаеву;116851.18;102683.82;Тихорецкий пр., у дома 1;30.1190528498;60.1387854765
2738;Собор Феодоровской иконы Божией Матери, Преподобного Михаила Малеина и Святого Благоверного князя Александра Невского;116655.82;93187.54;"Товарный пер., 1-б; Полтавская ул., 7";29.9481553955;60.1370750633
2739;Собор;116682.63;93188.99;"Товарный пер., 1-б; Полтавская ул., 7";29.9481811089;60.1373157056
2740;Звонница;116650.17;93201.91;"Товарный пер., 1-б; Полтавская ул., 7";29.948414072;60.1370244534
2741;Ограда;116660.97;93237.46;"Товарный пер., 1-б; Полтавская ул., 7";29.9490536636;60.1371216371
2742;Здание гимназии им. Наследника цесаревича Алексея Николаевича;114666.20;93524.38;Торговый пер., 2а, лит. А;29.9542419603;60.1192195333
2743;Ансамбль Тракторной улицы;111554.23;90078.89;"Тракторная ул., 1/10, 2/8, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15; Стачек пр., 6, 12; Метростроевцев ул., 2; здание без номера северо-западнее дома по Тракторной ул., 2";29.8923633376;60.0912520515
2744;Сквер на пл. Революции;114275.53;96153.41;Троицкая пл.;30.0015271753;60.1157210651
2745;Здание аптеки и первого больничного здания с оградой по пр. Москвиной;112969.63;92109.74;Троицкий пр. (б. пр. Москвиной);29.9288314458;60.1039807041
2746;Александровская больница для рабочего населения в память 19-го февраля 1861 г. Комплекс с территорией, садом, оградами и постаментом от несохранившегося бюста имп. Александра II;112994.91;92127.54;"Троицкий пр., 1-3 (б. пр. Москвиной); Фонтанки р. наб., 132";29.929150957;60.104207777
2747;Часовня у Троицкого собора;113080.43;92082.50;"Троицкий пр., 1-3 (б. пр. Москвиной); Фонтанки р. наб., 132";29.9283395706;60.1049749243
2748;Солдатская казарма;113018.33;92012.88;Троицкий пр., 4, лит. Б;29.927089173;60.10441686
2749;Солдатская казарма;113108.77;92016.04;Троицкий пр., 4, лит. В;29.9271441843;60.1052286354
2750;Дом, в котором в 1895 г. у М.А. Сильвина под руководством Ленина происходили встречи петербургских марксистов;112806.31;92073.48;Троицкий пр., 5 (б. пр. Москвиной);29.928182782;60.1025144722
2751;Здание мастерских Н.Е. Фрейберга (Глебовой);112963.98;92004.40;"Троицкий пр., 6; 13-я Красноармейская ул., б/н";29.9269378053;60.1039289574
2752;Садик во дворе тюрьмы;113577.91;95679.49;Трубецкой бастион;29.9930055987;60.1094593888
2753;Баня во дворе тюрьмы;113574.44;95683.29;Трубецкой бастион;29.9930739315;60.1094282476
2754;Дворец Великого князя Николая Николаевича (Ксенинский институт);112408.59;93874.93;"Труда пл., 4; Конногвардейский бульв., 19-23; Галерная ул., 22, 24, 24-б; Замятин пер., 5-7";29.9605712774;60.0989584019
2755;Дворец;112453.25;93888.46;"Труда пл., 4; Конногвардейский бульвар, 23; Галерная ул., 24-б";29.9608139976;60.0993593209
2756;Квартира, в которой жил композитор и музыковед Асафьев Борис Владимирович в 1933-1943 гг.;112545.62;93803.43;"Труда пл., 6; Конногвардейский бульвар, 6; Якубовича ул., 5; Конногвардейский пер., 1 (кв. 23)";29.9592845522;60.1001879246
2757;Служебный флигель офицерского корпуса;112628.35;93593.28;"Труда ул., 10, Конногвардейский пер., 5; Большая Морская ул., 67";29.9555059995;60.1009292454
2758;Казармы с конюшнями;112519.52;93675.66;"Труда ул., 8, Якубовича ул., 26; Конногвардейский пер., 3";29.9569881328;60.0999529331
2759;ДОТ № 108 рубежа «Ижора»;110756.52;86210.10;у ворот Красненького кладбища;29.8228775623;60.0840172792
2760;Жилой дом;113590.60;103361.36;"Удельный пр., 2; Скобелевский пр., 20";30.1311299603;60.1095087903
2761;Дом Л.Р. Шредер;111788.72;92717.84;ул. Володи Ермака, 2/34б;29.9397830071;60.093386883
2762;ДОТ № 78 рубежа «Ижора»;114416.04;85530.05;ул. Гастелло, возле д. 15;29.8104705986;60.1168462193
2763;ДОТ № 77 рубежа «Ижора»;114630.61;85548.29;ул. Гастелло, д. 17;29.8107875713;60.1187725488
2764;Здание Главного Кригс-Комиссариата (Интендантские склады);112633.68;93344.51;"ул. Глинки, 2, лит.А в кап.конструк.1,2 и 3эт., за исключ.пом.14-Н-21-Н, 22-Н(7-12), 13-Н(6); 26-Н(1-13,22(в части,примыкающ.к ч.п.12)), 27-Н, 28-Н, 47-Н(9-11), 32-Н, 31-Н(1-12,18(в части,примыкающ.к ч.п.12)), 33-Н(7-15,16(в части,примыкающ.к ч.п.7-13))";29.9510340691;60.1009754978
2765;"Дом Мордвиновых (с фонтаном ""Девушка с кувшином и путти"" и оградой курдонера)";112759.34;93046.96;ул. Глинки, 4, лит. А;29.9456834748;60.1021012631
2766;Дом Е.Н. Сухомлиной (П.П. Баранова);113667.13;91703.00;"ул. Егорова, 18; 5-я Красноармейская ул., 12-14; 6-я Красноармейская ул., 9-13";29.921504325;60.1102369639
2767;Здание Попечительства Императорского человеколюбивого общества для сбора пожертвований на ремесленное образование бедных детей;113688.90;91433.92;ул. Егорова, 26а, лит. А, Б;29.9166655194;60.1104293942
2768;Триумфальные пилоны в честь защитников Ленинграда в годы Великой Отечественной войны (два);123487.05;96999.20;ул. Коммуны, дом 51, сооружение 1, литера А, дом 50, сооружение 1, литера. А;30.0167792765;60.1983974275
2769;Жилой дом Степанова В.Ф.;115624.13;92467.41;ул. Константина Заслонова, 8, лит. А, за исключением помещений Л-1 (1, 4, 18), 2-Н (1), 3-Н (1, 2, 24);29.9352145072;60.1278094394
2770;Дом Клокачева, в котором жили А.С. Пушкин (в 1817-1820 годах) и К.И. Росси (в 1840-х годах);112132.02;92123.35;"ул. Лабутина, 36; наб. р. Фонтанки, 185";29.9290923316;60.0964628637
2771;ДОТ № 75 рубежа «Ижора»;115570.74;85188.03;ул. Типанова, возле д. 25;29.804257961;60.1272011883
2772;Дом Е.С. Мясоедова (Н.В. Оболенской-Нелединской-Мелецкой);115704.50;95499.52;ул. Чайковского, 20, лит. Б1;29.989763576;60.1285463499
2773;Императорская Николаевская детская больница;113457.58;98496.42;ул. Чапыгина, 13;30.0436540703;60.1083724491
2774;Сад;113521.30;98522.46;ул. Чапыгина, 13;30.0441230284;60.1089442134
2775;Главное здание с курдонером;113469.99;98493.64;ул. Чапыгина, 13, лит. А;30.0436042324;60.1084838514
2776;Особняк А. Нейдгарта;116481.29;95218.91;ул.Салтыкова-Щедрина, 40 (Кирочная ул., 40);29.9847118519;60.1355179074
2777;Дом М.Ф. Руадзе (А.И. Павловой);115277.80;93573.78;улица Рубинштейна, дом 13, литера А;29.9551229493;60.1247092418
2778;Набережная Университетская;112845.98;94684.65;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта;29.9751228508;60.1028877626
2779;Устой береговой Исаакиевского наплавного моста;112755.33;94628.36;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта;29.9741115727;60.1020739369
2780;Пристань со сфинксами фараона Аменхотепа III;112324.76;94395.34;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта;29.9699262384;60.0982084582
2781;Набережная;112773.02;94640.00;Университетская наб. - правый берег р. Большой Невы, от Дворцового моста до моста Лейтенанта Шмидта;29.9743206945;60.1022327548
2782;Манеж и флигель;112718.25;94697.78;"Университетская наб. 13; Филологический пер., 2, 4";29.9753597528;60.1017413656
2783;Дворец императора Петра II;112766.27;94734.64;Университетская наб., 11;29.9760220437;60.1021724924
2784;Усадьба Меншикова А.Д. (Первый кадетский корпус);112603.92;94661.73;"Университетская наб., 13, 15; Съездовская линия, 1, 3, 5; Филологический пер., 2, 4";29.9747125003;60.1007150722
2785;Сад с оградой;112198.96;94590.12;Университетская наб., 17, 3-я линия В.О., 2, 4-я линия В.О., 1-3;29.9734282096;60.0970800943
2786;Главное здание;112284.02;94463.36;Университетская наб., 17, лит. Ц;29.9711491795;60.0978430702
2787;Садовый корпус с портиком;112172.21;94650.84;"Университетская наб., 17; 3-я линия В.О., 2; 4-я линия В.О., 1, лит. Б";29.974519765;60.0968402159
2788;Академия художеств;112272.00;94486.47;"Университетская наб., 17; 3-я линия В.О., 2; 4-я линия В.О., 1-3";29.971564657;60.0977352752
2789;Дом Трезини Д. с флигелями и служебным корпусом;112158.81;94413.00;"Университетская наб., 21; Академический пер., 4";29.9702450203;60.096719044
2790;Кунсткамера;113074.29;94899.52;Университетская наб., 3;29.9789842374;60.104937637
2791;Главное здание;112998.53;94828.00;Университетская наб., 5;29.9776989108;60.10425744
2792;Академия наук;112981.42;94855.63;"Университетская наб., 5; Менделеевская линия, 1; Биржевой пр., Таможенный пер., 2";29.9781957372;60.1041039528
2793;Здание Двенадцати Коллегий;112790.98;94917.82;"Университетская наб., 7; Менделеевская линия, 2, лит. А";29.9793148493;60.1023948389
2794;Императорский Санкт-Петербургский университет;112778.76;94899.52;"Университетская наб., 7-9; Менделеевская линия, 2";29.9789859467;60.1022851058
2795;Сад ботанический;112627.25;94932.92;"Университетская наб., 7-9; Менделеевская линия, 2";29.9795872172;60.1009253215
2796;Здание Физического института;112731.02;94921.87;Университетская наб., 7-9-11, лит. Ш, помещение 3-Н (2-19, 36-55, 56-91, 110, 111, 115, 118, 119, 125, 128, 130, 131, 143-201, 213, 214, 220, 221, 227, 231, 238-278, 291-293, 317, 322-385, 424-432);29.979387995;60.1018566789
2797;Флигель ректорский;112846.56;94759.64;Университетская наб., 9, лит. Б;29.9764709384;60.1028932174
2798;"Корпус для игры в мяч (""жедепом"")";112760.77;94837.03;Университетская наб., 9, лит. О (во дворе);29.9778626971;60.1021234512
2799;Заводоуправление;111014.43;95850.62;Уральская ул., 1, лит. В;29.9960855095;60.0864509699
2800;Производственный корпус с водонапорной (часовой) башней;111092.06;95844.70;Уральская ул., 1, лит. В;29.9959790489;60.0871477369
2801;Санкт-Петербургский трубочный завод;111130.44;95868.12;Уральская ул., 1, лит. В, М, У, Ч, Щ;29.9963998282;60.0874922306
2802;Здание мастерских;110998.84;95916.04;Уральская ул., 1, лит. М;29.9972609888;60.0863110731
2803;Меднолитейная мастерская;111078.92;95883.79;Уральская ул., 1, лит. У;29.9966814456;60.0870298192
2804;Сборочно-снаряжательная мастерская;111125.32;96023.01;Уральская ул., 1, лит. Ч;29.9991829812;60.0874463275
2805;Дом для сторожей;111071.83;95803.20;Уральская ул., 1, лит. Щ;29.9952333887;60.0869661358
2806;Главный дом;119668.21;94177.26;Уткин пр., 2;29.9659378407;60.1641183982
2807;"""Уткина дача""";119705.11;94181.76;Уткин пр., 2, 2а;29.966018543;60.1644496122
2808;Сад;119679.42;94189.53;Уткин пр., 2, 2а;29.9661587238;60.1642190697
2809;Корпус служебный;119735.73;94183.51;Уткин пр., 2а;29.9660497759;60.1647244478
2810;Здание железнодорожной станции «Дача Долгорукова»;120858.51;94103.98;"участок ж.д. ""р.Оккервиль - пр.Косыгина"", литера К";29.9646064717;60.1748014864
2811;Дача с территорией;73950.71;123782.22;Ушково пос., Пляжевая ул., 10, корп. 2;30.4929938477;59.7528524655
2812;Дача с территорией;74258.03;123842.96;Ушково пос., Пляжевая ул., 10, корп. 3;30.4941149931;59.7556068081
2813;Имения Акционерного общества «Каунис и Тойвола»;74230.83;123819.89;"Ушково пос., Пляжевая ул., 10; Дачная ул.; Пионерская ул., корп.2, 3";30.4937009916;59.7553642117
2814;Дом призрения душевнобольных имп. Александра III (комплекс построек с территорией, парком);113070.75;103955.80;Фермское шоссе, 36;30.1417982714;60.104831892
2815;Павильон для тихих благородного звания;113225.02;103976.89;Фермское шоссе, 36, корп. 12;30.1421833829;60.1062161328
2816;Павильон для тихих простого звания;113234.58;103930.09;Фермское шоссе, 36, корп. 13;30.1413423462;60.1063028378
2817;Павильон для 30 своекоштных пансионеров-женщин;113221.79;103878.75;Фермское шоссе, 36, корп. 15;30.1404188291;60.106189022
2818;Индивидуальный корпус;113161.47;103835.25;Фермское шоссе, 36, корп. 17;30.1396344686;60.105648447
2819;Пансионерский корпус для 60 больных женщин;113112.71;103863.09;Фермское шоссе, 36, корп. 18;30.1401331318;60.1052102748
2820;Корпус для больных женщин;113167.50;103950.50;Фермское шоссе, 36, корп. 19;30.1417067112;60.1057003712
2821;Корпус для больных мужчин;113144.78;104068.92;Фермское шоссе, 36, корп. 21;30.1438348291;60.1054941563
2822;Пансионерский дом для 48 больных мужчин;113053.61;104112.91;Фермское шоссе, 36, корп. 22;30.1446221145;60.1046750019
2823;Силовая станция;113020.55;103984.18;Фермское шоссе, 36, корп. 28;30.1423065459;60.1043807764
2824;Центральная прачечная;113022.45;103941.94;Фермское шоссе, 36, корп. 29;30.1415472405;60.1043986426
2825;Удельное земледельческое училище (комплекс с территорией, парком);113419.57;103386.58;Фермское шоссе, 36, корп. 49;30.1315773177;60.1079732656
2826;Церковь св. целителя Пантелеймона;113249.49;104027.75;Фермское шоссе, 36, корп. 5а;30.1430987309;60.1064347791
2827;"Скульптурная группа ""Тритон"" и фонтанные фигуры ""Черепаха"" (четыре)";91238.94;88504.44;"Фонтан ""Тритон""";29.8648169045;59.9088835757
2828;Кофейный домик;114896.81;95400.70;Фонтанки р. наб.;29.987988407;60.121296794
2829;Летний дворец Петра I;114848.46;95548.48;Фонтанки р. наб.;29.9906466502;60.1208630488
2830;Аллея лип;115036.66;94798.93;Фонтанки р. наб.;29.9771635002;60.1225505706
2831;Мост Инженерный Второй;115067.58;94760.29;Фонтанки р. наб.;29.9764682565;60.1228279694
2832;Набережные со спусками;114113.76;92937.41;Фонтанки р. наб. - по обоим берегам р. Фонтанки, от Дворцовой наб. и Кутузова наб. до Подзорного канала и р. Большой Невы у взморья;29.9436933123;60.114257028
2833;Набережные и мосты реки Фонтанки;113435.29;92469.10;Фонтанки р. наб. - по обоим берегам р. Фонтанки, от Кутузова наб. до Подзорного канала и р. Большой Невы;29.9352836237;60.108163562
2834;Измайловский сад;113568.04;92433.85;Фонтанки р. наб., 114;29.9346474661;60.1093547463
2835;Дворец с флигелями;113679.45;92734.35;Фонтанки р. наб., 115;29.940048771;60.110357273
2836;Павильон;113528.36;92737.20;Фонтанки р. наб., 115;29.9401024894;60.109001189
2837;Дворец Юсуповых;113696.07;92724.97;"Фонтанки р. наб., 115; Садовая ул., 50-а";29.9398798361;60.1105063689
2838;Усадьба Державина Г.Р.;113449.90;92414.63;Фонтанки р. наб., 118;29.9343040012;60.1082942098
2839;Главный дом. Здесь в 1791-1816 гг. жил поэт Державин Г.Р.;113433.34;92411.22;Фонтанки р. наб., 118;29.9342429871;60.108145545
2840;Ограда;113436.15;92450.81;Фонтанки р. наб., 118;29.9349547577;60.1081711191
2841;Сад;113487.12;92280.88;Фонтанки р. наб., 118;29.9318984996;60.1086270579
2842;Флигели (два);113494.61;92432.40;Фонтанки р. наб., 118;29.9346227055;60.1086956629
2843;Главное здание с 6 флигелями, два здания кухни и прачечной;112993.09;92199.22;Фонтанки р. наб., 132;29.93043963;60.1041921274
2844;Палисадник;112438.40;91829.26;Фонтанки р. наб., 144;29.9238001546;60.0992098322
2845;Сад;112473.93;91990.61;Фонтанки р. наб., 144;29.9266996993;60.0995303752
2846;Экспедиция заготовления государственных бумаг;112467.05;91927.68;"Фонтанки р. наб., 144, 144-а; Рижский пр., 3, 5, 7, 9, 11";29.9255686655;60.0994679903
2847;Подстанция трансформаторная;112414.00;91959.32;Фонтанки р. наб., 144, корп. 19;29.9261384661;60.0989921594
2848;Корпуса производственные и служебные, казармы рабочих (девять зданий);112407.87;91903.75;"Фонтанки р. наб., 144, корп. 2, 4, 7, 8, 11, 20; Фонтанки р. наб., 144-а, лит. В, лит. В1, лит. В2; Рижский пр., 5, лит. А, Рижский пр. 7, корп. 1";29.9251397309;60.0989365766
2849;Весовая;112199.75;92009.79;Фонтанки р. наб., 144, корп. 33;29.9270499199;60.0970696619
2850;Типография;112263.95;91992.32;Фонтанки р. наб., 144, корп. 37;29.9267346348;60.0976457155
2851;Заводоуправление и служебный корпус;112454.23;91928.87;Фонтанки р. наб., 144, лит. Ж, З;29.9255903162;60.0993529364
2852;Ограда;112396.81;92000.20;"Фонтанки р. наб., 144; Рижский пр., 5, 7";29.9268736195;60.0988382799
2853;Перестройка главного здания больницы и 2-этажная пристройка для паровых котлов;111966.36;91940.81;Фонтанки р. наб., 152;29.9258148135;60.0949741763
2854;Елизаветинская клиническая больница с территорией и садом;111989.39;91979.78;"Фонтанки р. наб., 152; Рижский пр., 21";29.926514745;60.0951812743
2855;"Часовня (местоположение не установлено). Мемориальная доска на здании по Рижскому пр.: ""Б.Елизаветинская клиническая больница для малолетних детей. Основана в 1844 г. В 1917 г. переименована в детскую больницу""";111998.80;91796.16;"Фонтанки р. наб., 152; Рижский пр., 21";29.9232143938;60.0952638542
2856;Одноэтажные службы и 3 корпуса;112027.84;91974.84;"Фонтанки р. наб., 152; Рижский пр., 21";29.9264251878;60.0955263332
2857;Крестовоздвиженская община сестер милосердия;111877.39;92010.95;"Фонтанки р. наб., 154; Циолковского ул., 1";29.9270771836;60.094176328
2858;Главное здание по наб.р.Фонтанки;111876.33;92021.24;"Фонтанки р. наб., 154; Циолковского ул., 1";29.9272621385;60.094166916
2859;3 флигеля;111907.47;91961.50;"Фонтанки р. наб., 154; Циолковского ул., 1";29.9261878531;60.094445817
2860;Доходный дом К.Н. Капустина;112554.37;92190.98;"Фонтанки р. наб., 159; Климов пер., 9";29.9302998415;60.1002543171
2861;Архив;115159.65;94902.77;Фонтанки р. наб., 16;29.9790306294;60.1236547772
2862;Здание Департамента полиции;115125.49;94922.05;Фонтанки р. наб., 16;29.9793776373;60.12334823
2863;"Особняк (""Шефский дом"")";115094.34;94904.09;Фонтанки р. наб., 16;29.9790547507;60.1230685925
2864;Особняк Кочубея В.П. (комплекс зданий Министерства внутренних дел);115149.65;94914.92;"Фонтанки р. наб., 16; Пестеля ул., 9";29.9792492441;60.1235650572
2865;Здание Благородного пансиона, где в 1818-1820 гг. учился композитор Глинка М.И. Здесь преподавал декабрист Кюхельбекер В.К., учились декабристы Глебов М.Н. в 1818-1821 гг., Плещеев А.А. в 1818-1820 гг. и др. представители общественной и культурной жизни;111488.36;91949.39;Фонтанки р. наб., 164;29.9259786716;60.0906839673
2866;Дом Пашковых;115116.16;94858.87;Фонтанки р. наб., 18;29.9782412048;60.1232643048
2867;"Дом Неклюдова П.В. (дом Министерства Императорского Двора, ""дом Голицына""). Здесь жили: в 1812-1824 гг. - историк Тургенев А.И. и в 1816-1824 гг. - декабрист Тургенев Н.И.";115158.23;94814.97;Фонтанки р. наб., 20;29.977451268;60.1236417696
2868;Дворец Нарышкина Д.П. (Шуваловой С.Л.);115231.03;94173.01;"Фонтанки р. наб., 21; Итальянская ул., 39";29.9659028421;60.124292693
2869;Дом, где жили: в 1880-е-1890-е гг. - поэт Полонский Я.П., в 1888-1892 гг. - композитор Чайковский П.И.;115226.40;94725.44;Фонтанки р. наб., 24;29.9758403257;60.1242533409
2870;Дом, где жили: в 1814-1825 гг. - декабристы Муравьевы Н.М. и А.М., в 1814-1816 гг. - живописец Кипренский О.А., в 1816-1818 гг. - историк Карамзин Н.М.;115226.06;94101.72;Фонтанки р. наб., 25;29.9646204817;60.1242477461
2871;Дом Мижуева;115249.26;94682.01;Фонтанки р. наб., 26;29.9750589242;60.124458374
2872;Дом Зимина Г. (Шаховской М.А.);115190.12;94076.51;"Фонтанки р. наб., 27; Караванная ул., 26";29.9641673423;60.1239250447
2873;Кабинет;115160.12;93948.46;Фонтанки р. наб., 31;29.9618642391;60.1236551328
2874;Ворота между Кабинетом и конюшнями;115172.00;93872.41;Фонтанки р. наб., 31, 33;29.9604961027;60.1237613579
2875;Конюшни;115126.45;93841.65;Фонтанки р. наб., 33, лит. А;29.9599432815;60.1233523577
2876;Дворец Шереметевых;115452.33;94347.77;Фонтанки р. наб., 34;29.9690446531;60.1262797438
2877;Флигель галерейный;115403.95;94295.35;Фонтанки р. наб., 34;29.9681020563;60.1258452848
2878;Дворец;115385.75;94351.49;Фонтанки р. наб., 34;29.9691121392;60.1256821724
2879;Флигель кухонный;115380.53;94414.82;Фонтанки р. наб., 34;29.9702514491;60.1256355834
2880;Флигель дворовый южный;115369.79;94297.56;Фонтанки р. наб., 34;29.9681421116;60.1255386922
2881;Флигель садовый южный. Здесь в сер. 1920-х-1940 гг. и в 1944-1952 гг. жила поэт Ахматова А.А.;115446.93;94290.53;Фонтанки р. наб., 34;29.9680149699;60.1262310296
2882;Ограда с воротами;115335.03;94355.40;Фонтанки р. наб., 34;29.9691829066;60.1252269528
2883;Сад;115417.50;94348.58;Фонтанки р. наб., 34;29.9690595205;60.1259671314
2884;Павильоны (два);115349.06;94303.62;Фонтанки р. наб., 34;29.9682513074;60.125352657
2885;Фонтан  (фундаменты);115474.89;94347.20;Фонтанки р. наб., 34, сад, главная аллея;29.9690342073;60.126482228
2886;Институт Екатерининский;115427.10;94188.25;Фонтанки р. наб., 36;29.9661751699;60.1260525853
2887;Институт;115374.62;94195.67;Фонтанки р. наб., 36;29.9663091375;60.1255815867
2888;Сад;115430.18;94184.32;Фонтанки р. наб., 36;29.9661044422;60.1260802116
2889;"Дом, где жили: в 1854-1856гг. писатель Тургенев Иван Сергеевич;в 1855-1856гг. писатель Толстой Лев Николаевич;в 1857-1858 гг. революц.демократ, лит.критик и публицист Добролюбов Николай Александрович(кв.31);в 1891-1918гг. композитор Кюи Цезарь Антонович";115373.59;94084.89;Фонтанки р. наб., 38;29.9643162906;60.1255718163
2890;Дом, где жили: в 1837 г. актриса Асенкова Варвара Николаевна, до 1843 г. издатель Краевский Андрей Александрович (кв. 47), в 1842-1846 гг. революционный демократ, писатель и литературный критик Белинский Виссарион Григорьевич (кв. 55, 48, 47, 43);115361.41;94044.04;"Фонтанки р. наб., 40; Невский пр., 68";29.9635815487;60.1254622936
2891;Дом Ильиных (Кочневой О.А.);115018.61;93716.80;Фонтанки р. наб., 41;29.957698716;60.1223837396
2892;Корпус по набережной реки Фонтанки (с церковью преподобного Сергия Радонежского с часовней);115290.53;93890.13;Фонтанки р. наб., 44, лит. А;29.9608135834;60.1248253164
2893;Подворье Троице-Сергиевой лавры;115292.54;93895.95;"Фонтанки р. наб., 44, лит. А; Рубинштейна ул., 3";29.9609182573;60.1248433882
2894;Дом Дубянских (Зиновьева Н.В., Карловой Н.Ф.);115263.42;93813.08;Фонтанки р. наб., 46;29.9594278394;60.1245815713
2895;Дом жилой;115273.17;93842.28;Фонтанки р. наб., 46;29.9599530046;60.124669243
2896;Сад;115281.02;93808.39;Фонтанки р. наб., 46;29.959343276;60.1247395136
2897;Фонтан;115280.93;93810.51;Фонтанки р. наб., 46;29.9593814134;60.1247387176
2898;Ограда с воротами;115250.00;93825.84;Фонтанки р. наб., 46;29.9596575244;60.124461191
2899;Бывший дом Толстого (фасады);115195.17;93562.29;Фонтанки р. наб., 54;29.9549172772;60.1239675277
2900;Дом, где с 1916 г. жила и в 1955 г. умерла актриса Корчагина-Александровская Екатерина Павловна (кв.20);114851.02;93538.54;"Фонтанки р. наб., 55 ; Ломоносова пл., 6, кв. 20";29.9544943383;60.12087847
2901;"Училище правоведения. Здесь в ХIХ в. учились композиторы Серов А.Н. и Чайковский П.И., музыкальный критик Стасов В.В.; в ноябре 1917 г. состоялся чрезвычайный Всероссийский съезд Советов крестьянских депутатов";114994.68;95402.60;"Фонтанки р. наб., 6; Чайковского ул., 1";29.9880222566;60.1221752275
2902;Малый театр (театр А.С.Суворина);114553.51;93356.21;Фонтанки р. наб., 65;29.9512187842;60.1182070007
2903;Особняк Паниных;115199.41;94443.88;"Фонтанки р. наб., 7; Караванная ул., 4";29.9707756728;60.1240100624
2904;Главное казначейство;114834.54;93337.95;Фонтанки р. наб., 70-72;29.9508865972;60.1207292583
2905;Ссудная касса и казармы Министерства финансов, управление Государственных сберегательных касс;114801.75;93299.06;Фонтанки р. наб., 74;29.9501875424;60.1204346898
2906;Министерство финансов;114778.83;93250.32;Фонтанки р. наб., 74, 76, 78;29.9493111977;60.1202286374
2907;Сберкасса Государственного банка;114835.66;93208.47;Фонтанки р. наб., 76;29.9485576675;60.1207384223
2908;Здание Государственного банка;114745.09;93281.22;Фонтанки р. наб., 78;29.9498674401;60.1199260173
2909;Дом Кукановой А. (Кладо Л.М.);114328.27;93196.35;"Фонтанки р. наб., 79; Гороховая ул., 50";29.9483468368;60.1161842669
2910;Дом Яковлевых (Евментьева А.Ф.);114275.72;93138.16;"Фонтанки р. наб., 81; Гороховая ул., 57";29.947301094;60.1157121907
2911;Дом кн. З.Н. Юсуповой с флигелями и фонтаном во дворе;114229.78;93083.46;Фонтанки р. наб., 85;29.9463180471;60.1152994599
2912;Дом Лебедева;114207.98;93078.80;Фонтанки р. наб., 87;29.9462345635;60.1151037601
2913;Казармы местных войск;114489.15;93091.02;Фонтанки р. наб., 90, корп. 1-3, 8;29.9464502066;60.1176274868
2914;Главный корпус;114475.02;93111.43;Фонтанки р. наб., 90, корп. 1-3, 8;29.9468174855;60.1175008118
2915;Флигели (четыре);114482.25;93048.30;Фонтанки р. наб., 90, корп. 1-3, 8;29.9456819909;60.1175652415
2916;Дом Устинова К. (Петровых);114360.98;92973.77;"Фонтанки р. наб., 92; Гороховая ул., 59";29.9443434182;60.1164762254
2917;"Дом, где в 1906 г. помещалась типография товарищества ""Дело"", печатавшая газеты ""Волна"", ""Вперед"", ""Новая волна"", ""Эхо""";114286.83;92922.90;Фонтанки р. наб., 96, кв. 54;29.943429701;60.1158103038
2918;Дома Полторацкой С.М. (три);114046.52;92934.12;Фонтанки р. наб., 97, 99, 101;29.9436351837;60.1136534909
2919;Гаванец (фундаменты);114854.75;95530.89;Фонтанки р. наб., у южного фасада Летнего дворца;29.9903302463;60.1209194812
2920;Мост Пестеля на Фонтанке;114974.88;94978.38;Фонтанки р. наб., через р. Фонтанку по Пестеля ул.;29.9803917214;60.1219965887
2921;Ограда;115752.75;95297.51;Фурштатская ул.;29.9861290404;60.1289790789
2922;Приют Сергиевского православного братства;115944.61;95290.58;Фурштатская ул., 19;29.9860036174;60.1307010993
2923;Дом Зайцевой Н.Н.;115868.74;95371.70;Фурштатская ул., 20;29.9874634021;60.1300202793
2924;Особняк Кочубея В.С.;115930.17;95369.23;Фурштатская ул., 24;29.9874187479;60.1305716381
2925;Квартира, в которой в 1873-1883 гг. жил композитор Римский-Корсаков Николай Андреевич;116335.88;95290.68;Фурштатская ул., 33, кв. 9;29.986003899;60.1342129304
2926;Дом, где в 1917-1918 гг. находилось центральное бюро петроградских профсоюзов;116232.41;95367.82;Фурштатская ул., 40;29.9873923211;60.133284381
