№;Название объекта культурного наследия;Координата, X;Координата, Y;Адрес;X;Y
1284;Ограда;115523.58;94782.92;Литейный пр., 37;60.1269208593;29.9768724192
1285;Сад;115502.93;94784.65;Литейный пр., 37;60.1267355213;29.9769036732
1286;Дом Пашкова И.В. (дом Департамента уделов);115482.27;94755.16;Литейный пр., 37, 39;60.1265499934;29.9763732838
1287;Главное здание;115499.56;94723.46;Литейный пр., 39;60.1267050753;29.9758028905
1288;Административное здание;115648.38;95692.82;"Литейный пр., 4; Шпалерная ул., 21-23; Захарьевская ул., 2";60.128042876;29.9932413322
1289;Дворец Юсуповой З.И. с двумя дворовыми флигелями;115603.43;94553.83;"Литейный пр., 42; Некрасова ул., 3-5, лит. А2, А3, А4, А5";60.1276367593;29.9727504801
1290;Дом Пеля (Гукасовой) с садами и оградами;115636.16;94470.45;Литейный пр., 46;60.1279302066;29.9712501786
1291;Здание Шереметьевского пассажа;115504.35;94335.29;Литейный пр., 53, лит. А;60.1267465948;29.9688196965
1292;Больница Мариинская;115569.25;94201.29;Литейный пр., 56;60.127328509;29.9664084444
1293;Корпус главный;115601.65;94193.88;Литейный пр., 56;60.1276192802;29.9662748367
1294;Ограда между главным и боковыми корпусами;115585.66;94257.24;Литейный пр., 56;60.1274760499;29.9674148535
1295;Ограда с решеткой между боковыми корпусами;115547.96;94208.48;Литейный пр., 56;60.1271374542;29.9665379898
1296;Сад;115685.53;94171.51;Литейный пр., 56;60.1283720389;29.9658716057
1297;Корпуса боковые (два);115553.48;94280.91;Литейный пр., 56;60.1271873241;29.9678409692
1298;Торговые ряды (с оградой);115489.36;94117.93;Литейный пр., 57;60.1266110668;29.9649095438
1299;Дом, где в 1876-1889 гг. жил писатель Салтыков-Щедрин М.Е.;115576.44;94061.28;Литейный пр., 60;60.1273923752;29.9638895549
1300;Дом С.С.Нарышкина;115579.20;94023.76;Литейный пр., 62;60.1274169605;29.9632145307
1301;Памятник поэту Некрасову Н.А.;115490.33;94789.08;Литейный пр., у дома 37;60.1266224443;29.9769834485
1302;Дом, где в 1908-1915 гг. жила актриса Савина М.Г.;113483.53;98006.02;Литераторов ул., 17;60.1086079606;30.0348369539
1303;Екатерингофский парк;110651.71;90592.36;Лифляндская ул., 12;60.0831586695;29.9016148958
1304;Мост через р. Каросту на пр. Юного Ленинца;83008.70;91995.39;Ломоносов, через р. Карасту на Дворцовом пр.;59.8350597729;29.9273688589
1305;Памятник ученому Ломоносову М.В.;114774.71;93505.58;Ломоносова пл.;60.1201933449;29.9539024576
1306;Сквер на площади Ломоносова;114772.18;93507.83;Ломоносова пл.;60.1201706511;29.9539429588
1307;Министерство внутренних дел;114698.06;93464.65;"Ломоносова пл., 3; Фонтанки р. наб., 57; Торговый пер., 1";60.1195051146;29.9531672574
1308;Дом Г.Г. Елисеева;114985.80;93394.46;Ломоносова ул., 14, лит. А;60.1220872643;29.9519010334
1309;Дом И.С. Крючкова;115046.62;93346.85;Ломоносова ул., 18;60.1226328374;29.9510438381
1310;Малый Гостиный двор;114331.48;93947.32;"Ломоносова ул., 2; Грибоедова кан. наб., 26; Думская ул., 9";60.1162176832;29.9618523933
1311;Службы (три корпуса);114640.36;93662.61;Ломоносова ул., 6, 8, 10;60.1189884472;29.9567284502
1312;Здание Коммерческого училища (с оградой);114945.39;93307.07;Ломоносова ул., 9, лит. А;60.121723982;29.9503296626
1313;Здание администрации Адмиралтейского судостроительного завода;111533.52;92293.36;Лоцманская ул., 3, лит. А;60.0910926262;29.932159077
1314;Дом В.М. Корзинина;113561.02;97536.84;Льва Толстого ул., 1-3, лит. А, Б;60.1093054073;30.026401618
1315;Институт медицинский женский. Здесь преподавали Бехтерев В.В., Ланч Г.Ф., Орбели А.А., Павлов И.П., в 1917 г. состоялась VII (Апрельская) конференция РСДРП (б);113938.08;97581.76;Льва Толстого ул., 6-8;60.1126895456;30.0272120659
1316;Дом Е.А.Рыбиной;112444.83;92172.44;Люблинский пер., 2/5, лит. А;60.0992709637;29.9299686694
1317;"Быв. дом городских учреждений ""Городск. дом""";113384.79;96562.61;М.Горького пр. (ныне Кронверкский пр.), 49 (фасады);60.1077259567;30.0088841122
1318;Дом, где с 1886 г. жил и в 1890 г. умер создатель первого в мире самолета Можайский А.Ф.;112721.12;92504.89;Макаренко пер., 2, Садовая ул., 66;60.101753844;29.9359396157
1319;Набережная Тучкова (ныне Макарова);112618.19;95347.93;Макарова наб. - левый берег р. Малой Невы, от Биржевого моста до р. Смоленки;60.1008449575;29.9870474202
1320;Набережная;112029.17;95579.36;Макарова наб. - левый берег р. Малой Невы, от Биржевого моста до р. Смоленки;60.0955585498;29.9912090163
1321;Спуск со львами;112847.55;95327.58;Макарова наб. - левый берег р. Малой Невы, от Биржевого моста до р. Смоленки;60.1029035432;29.9866807656
1322;Дом Яковлева И.М.;112309.60;95399.71;Макарова наб., 14;60.0980752938;29.9879792388
1323;Дома Яковлевых;112273.94;95399.23;Макарова наб., 14-16;60.0977552262;29.9879707302
1324;Дом наследниц Яковлева С.С.;112272.84;95412.82;Макарова наб., 16;60.0977453755;29.9882150025
1325;Дом, где жил Н.С. Гумилев;112102.53;95468.12;"Макарова наб., 20; Тучков пер., 17";60.0962168421;29.9892094842
1326;Дом, в котором жили: Попов Александр Степанович в 1901-1902 гг., Козлов Петр Кузьмич в 1903-1905 гг., Дубовской Николай Никонорович в 1894-1896 гг. и Введенский Николай Евгеньевич в 1915-1917 гг.;111989.29;95536.75;Макарова наб., 22/31;60.0952005517;29.9904432949
1327;Дом Балашова А.Д. (Стенбок-Фермора);111800.26;95639.93;Макарова наб., 26;60.0935040336;29.9922981332
1328;Таможня;112903.01;95269.19;Макарова наб., 4;60.1034012131;29.9856308705
1329;Министерство торговли и промышленности;112632.70;95297.18;"Макарова наб., 8; Биржевая линия, 3";60.1009750981;29.9861350908
1330;Церковь;114253.27;94570.44;Малая Конюшенная ул., 1;60.1155184855;29.9730592955
1331;Флигель;114218.39;94557.64;"Малая Конюшенная ул., 1; Шведский пер., 3";60.115205373;29.9728293627
1332;Дом жилой;114260.14;94598.63;"Малая Конюшенная ул., 1; Шведский пер., 3";60.1155802503;29.9735662099
1333;Дом доходный;114252.32;94516.04;Малая Конюшенная ул., 1-3;60.1155097543;29.9720809823
1334;Ограда;114267.36;94552.07;Малая Конюшенная ул., 1-3;60.1156448819;29.972728827
1335;Флигель с концертным залом;114229.07;94519.14;Малая Конюшенная ул., 1-3;60.115301086;29.97213691
1336;Церковь лютеранско-евангелическая святой Екатерины;114245.39;94554.13;"Малая Конюшенная ул., 1-3; Шведский пер., 3";60.1154476981;29.9727660381
1337;Дом Г.И. Гансена;114254.40;94283.89;Малая Конюшенная ул., 16/26, лит.А;60.1155274694;29.9679060184
1338;Дом княгини Н.П.Голицыной (с 1838 г. - военного министра князя А.И.Чернышева);113568.13;94204.02;"Малая Морская ул., 10; Гороховая ул., 10";60.1093674992;29.9664759564
1339;"Дом К.И. Шмита (Торговый дом ""Штоль и Шмит"")";113535.51;94289.77;Малая Морская ул., 11, лит. А;60.1090751028;29.9680180685
1340;Дом, где жили: в 1893 г. - композитор Чайковский П.И., в 1923-1926 гг. - военачальник Блюхер В.К., в 1926-1930-е гг. - балерина Уланова Г.С.;113514.03;94249.16;"Малая Морская ул., 13; Гороховая ул., 8";60.1088821293;29.9672880804
1341;Дом Шталя Ф.А.;113469.25;94128.77;Малая Морская ул., 14;60.1084796499;29.9651238703
1342;Дом, где в 1833-1836 гг. жил писатель Гоголь Н.В.;113428.53;94201.00;Малая Морская ул., 17;60.1081145058;29.9664229401
1343;Лицевой корпус;114397.88;96688.74;Малая Посадская ул., 15, лит. А;60.1168187731;30.0111548839
1344;Дома Ш.Д. де Риц-а-Порта;114435.34;96714.35;"Малая Посадская ул., 15, лит. А, Б; 17, лит. А, В";60.1171549562;30.011615584
1345;Дворовый корпус;114436.16;96684.69;Малая Посадская ул., 15, лит. Б;60.1171623608;30.0110821594
1346;Дворовый корпус;114406.28;96658.23;Малая Посадская ул., 15, лит. Б;60.1168942113;30.0106061992
1347;Лицевой корпус;114451.60;96731.80;Малая Посадская ул., 17, лит. А;60.1173008703;30.0119294692
1348;Дворовый корпус;114475.60;96716.63;Малая Посадская ул., 17, лит. В;60.1175163058;30.0116567142
1349;Здание Женского педагогического института;114325.98;96707.08;Малая Посадская ул., 26, литера А;60.1161734079;30.0114845006
1350;Дом, где в 1893-1894 гг. бывал Ленин В.И.;114336.53;91737.36;Малодетскосельский пр., 14-16;60.1162455197;29.9221079179
1351;Корпус трубный;112919.50;99141.82;Малой Невки р. наб., 1;60.1035385991;30.0552502664
1352;Дворец;113073.89;99172.74;Малой Невки р. наб., 1;60.1049240947;30.0558084578
1353;Корпус кухонный и манеж;112929.33;99165.73;Малой Невки р. наб., 1;60.103626649;30.0556802518
1354;Ограда хозяйственного двора с воротами;112904.68;99153.26;Малой Невки р. наб., 1;60.1034054966;30.0554557041
1355;"Стрелка Каменного острова с ""Угольным садиком""";113121.22;99227.08;Малой Невки р. наб., 1;60.1053484915;30.056786113
1356;Ограда регулярной части парка с тремя воротами;113007.77;99133.29;Малой Невки р. наб., 1;60.1043309303;30.0550982371
1357;Парк;112988.99;99228.72;Малой Невки р. наб., 1;60.1041616484;30.0568135627
1358;Дворец Каменноостровский;113044.75;99185.26;"Малой Невки р. наб., 1; Большой Невки р. наб.; Каменноостровский пр., 77, 83";60.1046624539;30.0560331008
1359;Дача;112686.21;98964.80;Малой Невки р. наб., 11;60.1014459877;30.052064637
1360;Сад;112684.31;98951.53;Малой Невки р. наб., 11;60.1014290274;30.0518260667
1361;Ограда (частично утрачена);112751.45;98962.34;Малой Невки р. наб., 11;60.102031567;30.0520213343
1362;Дом Голицынского с участком парка и оградой;112082.26;98537.28;Малой Невки р. наб., 12;60.0960280134;30.0443722211
1363;Дом Кожевниковых с участком парка и оградой;112006.66;98533.58;Малой Невки р. наб., 14;60.0953494867;30.0443048145
1364;Особняк Чаева со службой, участком парка;111965.41;98531.70;Малой Невки р. наб., 16-18;60.0949792579;30.0442705317
1365;Дача Бехтерева;112470.53;98870.85;Малой Невки р. наб., 25;60.0995108006;30.0503728365
1366;Дом Руадзе с участком парка и оградой;112038.82;98591.67;Малой Невки р. наб., 33;60.0956377876;30.0453492511
1367;Жилой дом с участком парка и оградой;111976.85;98599.12;Малой Невки р. наб., 35;60.0950815292;30.0454823877
1368;Дом Апраксина (дача Леоновой) с территорией;112435.65;98755.61;Малой Невки р. наб., 4;60.0991985031;30.0483009295
1369;Флигель оранжереи (восточный);112943.84;99094.54;Малой Невки р. наб., 5;60.1037574133;30.0544006583
1370;Оранжерея;112796.64;98998.67;Малой Невки р. наб., 7;60.102436913;30.0526750641
1371;Дача Долгорукова В.В. (принца Ольденбургского П.Г.);112679.16;98986.90;Малой Невки р. наб., 7, 11;60.1013825543;30.0524618099
1372;Набережные;113085.90;99275.67;"Малой Невки р. наб.; Большой Невки р. наб., восточнее Каменноостровского дворца";60.1050311008;30.0576591262
1373;Городской дом начальных училищ им. М.Г.Петрова;118530.41;93996.82;Малоохтинский пр., 51, лит. А;60.1539052739;29.9626996967
1374;Часовня;111276.09;95410.96;Малый пр. В.О., 18, 20;60.0887990224;29.9881848402
1375;Жилой дом специалистов «Свирьстроя»;113113.86;97614.23;Малый проспект П.С., 84-86, лит. А;60.1052916403;30.0277897739
1376;Ново-манежный сад;115112.90;94285.18;Манежная пл.;60.1232329278;29.9679216649
1377;Старо-манежный сад;115010.58;94320.36;Манежная пл.;60.1223147097;29.9685553669
1378;Конюшни;115111.00;94435.53;"Манежная пл., 2; Инженерная ул., 13; Кленовая аллея";60.1232165069;29.9706261821
1379;Манеж Михайловский (экзерциргауз);115029.57;94405.97;"Манежная пл., 6; Инженерная ул., 11; Кленовая ул.";60.1224855136;29.9700951243
1380;"Дом, где в 1775-1790 гг. жил писатель Радищев А.Н. и была напечатана книга ""Путешествие из Петербурга в Москву""";115899.78;93546.56;Марата ул., 14;60.1302916376;29.9546255677
1381;Дом Тузова И.Л.;115815.28;93517.52;Марата ул., 17;60.1295330296;29.954104145
1382;Дом Единоверческой церкви св. Николая;115859.2181;93393.4519;Марата ул., 22-24, лит. А;60.1299265981;29.9518713981
1383;Церковь святителя Николая единоверческая;115846.37;93370.65;Марата ул., 24-а;60.1298111299;29.9514613241
1384;Церковь;115849.63;93349.97;Марата ул., 24-а;60.1298402524;29.9510892137
1385;Часовни (две);115829.14;93371.78;Марата ул., 24-а;60.1296564901;29.9514818835
1386;"Дом, где в апреле-августе 1912 г. помещалась редакция газеты ""Правда""";115703.23;93136.49;Марата ул., 37, кв. 34;60.1285247626;29.9472504709
1387;Дом, где в 1884-1903 гг. жил музыкальный деятель Беляев М.П. и собирался кружок музыкантов и композиторов во главе с Римским-Корсаковым Н.А.;115699.33;92924.53;Марата ул., 50;60.1284881775;29.9434371754
1388;Дом купцов Поспеевых;115640.80;92899.53;"Марата ул., 51; Разъезжая ул., 32";60.1279626496;29.9429883154
1389;Дом, где в 1884-1914 гг. жил композитор Лядов А.К.;115686.06;92878.36;Марата ул., 52;60.1283687141;29.9426067438
1390;Рынок Ямской;115586.35;92847.28;"Марата ул., 53; Разъезжая ул., 27; Боровая ул., 2";60.1274735256;29.9420491686
1391;Особняк владельца;115400.11;92722.75;Марата ул., 63;60.1258009306;29.9398118953
1392;"Механический завод ""К.Зигель""";115384.98;92737.17;"Марата ул., 63; Достоевского ул., 40-44";60.1256652498;29.9400715508
1393;Дом Торгово-промышленного товарищества Бажанова Ф.Г. и Чувалдиной А.П. с дворовыми флигелями;115276.46;92535.87;Марата ул., 72;60.1246895367;29.9364521777
1394;"Каскад Марлинский (""Золотая гора"")";90318.28;88842.78;Марлинский каскад;59.9006260284;29.8708958338
1395;Сад-партер;114592.73;95121.25;Марсово поле;60.1185669681;29.9829633745
1396;Казармы Павловского полка;114383.03;95165.60;Марсово поле, 1, Миллионная ул., 2, Аптекарский пер., 2;60.1166849102;29.9837619722
1397;"Дом Антонова (""дом Адамини"")";114467.46;94981.81;"Марсово поле, 7; Аптекарский пер., 8; Мойки р. наб., 1";60.1174422578;29.9804561516
1398;"Мемориал в память обороны города в 1941-1944 гг. - ""Зеленый пояс Славы  Ленинграда"". ""Кировский вал""";106673.64;83318.56;Маршала Жукова пр. (напротив дома 38, корп.1 по Стойкости ул.;60.0472916081;29.7711807346
1399;«Полежаевский парк»;106884.12;83242.77;Маршала Жукова пр., Ветеранов пр.;60.04917841;29.7698074
1400;Здание училища и Совета реформатских церквей;112389.34;93285.76;Матвеева пер., д. 1а, лит. А;60.0987820253;29.9499813253
1401;Памятник нейрохирургу Поленову А.Л.;115876.83;94136.95;Маяковского ул., 12;60.1300888835;29.9652480191
1402;Здание Литейной женской гимназии;115984.29;94596.66;Маяковского ул., 19/15, литера А, помещение 4-Н;60.1310553148;29.973518239
1403;Дом, где в 1910-1927 гг. жил юрист, литератор Кони А.Ф.;115932.98;94079.03;Маяковского ул., 3;60.1305925766;29.9642053841
1404;Дом А.Е. Бурцева;115898.2438;94645.2255;Маяковского ул., 30, лит. А;60.1302831832;29.9743926504
1405;Палисадник;115871.98;94122.85;Маяковского ул., д. 12;60.1300452852;29.9649943815
1406;Ограда;115887.03;94121.54;Маяковского ул., д. 12;60.1301803597;29.9649706677
1407;Здание Александринской женской больницы с палисадником и оградой (Ленинградский научно-исследовательский нейрохирургический институт им. проф. А.Л. Поленова);115856.50;94125.94;Маяковского ул., д. 12, лит. Р;60.1299063597;29.9650501244
1408;Главное здание;115849.22;94138.89;Маяковского ул., д. 12, лит. Р;60.12984108;29.965283186
1409;Пруд Орлиный с Верхним Орлиным шлюзом и мостом;90107.02;85813.93;"Между Руинным прудом и павильоном ""Озерки""";59.8986656057;29.8167884322
1410;Пруд Мельничный (с тремя островами) с мостом и гротом;90351.69;86014.39;"Между Царской мельницей и павильоном ""Озерки""";59.900866636;29.8203580574
1411;Дача Гербель с участком;113013.16;106441.77;Межозерная ул., 4;60.1042596615;30.1864879277
1412;Каретный сарай;110111.23;113880.10;Межозерная ул., д. 7, лит. А;60.077958049;30.319957837
1413;Конюшенный корпус;110061.25;113864.93;Межозерная ул., д. 7, лит. Б;60.0775101166;30.3196809986
1414;Водонапорная башня;110098.12;113790.52;Межозерная ул., д.14, корп. 2;60.0778442602;30.318347569
1415;Флигель музейный;112959.12;94879.22;"Менделеевская линия, 1; Биржевой пр., Таможенный пер., 2";60.103903869;29.9786199603
1416;Ограда;112805.76;94938.22;Менделеевская линия, 2;60.1025275544;29.9796814909
1417;Сад у здания Двенадцати Коллегий;112813.43;94931.75;Менделеевская линия, 2;60.1025963784;29.9795651381
1418;Институт Императорский клинический повивально-гинекологический (Институт Отта Д.О.);112951.84;95018.57;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1038389129;29.9811251632
1419;Главное здание;112888.27;94998.47;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1032682873;29.980764153
1420;Родильный павильон 4-й с лазаретом и изолятором;112926.28;95076.46;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1036096452;29.9821660046
1421;Корпус квартирный;112967.09;94982.04;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1039756929;29.9804683643
1422;Флигель людской;112976.14;95073.53;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1040571568;29.982113085
1423;Секционная с часовней;112954.54;95091.13;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1038633288;29.9824295952
1424;Службы;113004.69;95039.01;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.104313321;29.9814923531
1425;Флигель хозяйственный;112955.92;95034.16;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1038755732;29.981405411
1426;Сад во внутреннем дворе;112890.37;95043.00;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1032872513;29.9815646652
1427;Сад угловой;112910.00;94942.09;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.103463172;29.9797504798
1428;Палисадники (четыре);112884.48;95088.84;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1032344993;29.9823887671
1429;Фонари (четырнадцать);112950.61;95019.28;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1038278749;29.9811379336
1430;Ограда с семью воротами и тремя калитками;112844.05;94976.17;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1028713308;29.9803635016
1431;Родильные павильоны 1-й, 2-й, 3-й;112950.61;95019.28;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1038278749;29.9811379336
1432;Фонтаны (два);112950.61;95019.28;"Менделеевская линия, 3; Биржевой проезд, 1, 2";60.1038278749;29.9811379336
1433;Гостиный двор Новобиржевой;112797.90;95151.76;Менделеевская линия, 5;60.1024575476;29.9835202827
1434;Петроградская узловая железнодорожная больница (комплекс с территорией, парком и оградой);118862.64;100081.24;Мечникова пр., 27;60.1568729391;30.0722549322
1435;Главный корпус с цандеровским флигелем, конференц-залом и кухонным флигелем;118855.70;100040.54;Мечникова пр., 27;60.1568110458;30.0715219368
1436;Дом главного врача (первого главного врача больницы Ващенко);118770.26;99958.43;Мечникова пр., 27;60.1560449722;30.0700418081
1437;Жилой дом для служащих;119092.52;100245.01;Мечникова пр., 27;60.1589345746;30.0752085382
1438;Корпус у ж.-д. путей;119207.71;100238.98;Мечникова пр., 27;60.1599685149;30.0751023035
1439;Часовня с прозекторской;118870.81;99918.55;Мечникова пр., 27;60.1569478278;30.0693256241
1440;Парк;118882.94;100103.74;Мечникова пр., 27;60.1570549195;30.072660477
1441;Три павильона инфекционного отделения;118966.80;100219.43;Мечникова пр., 27;60.157806444;30.0747453523
1442;Дом Штакеншнейдера;114201.38;95080.81;"Миллионная ул., 10 (б. ул. Халтурина); Мойки р. наб., 9";60.1150543139;29.9822379593
1443;Особняк А.П. Гагариной (дом Н.П. Жеребцовой);114201.05;95234.35;Миллионная ул., 11, лит. А;60.1150516987;29.9849991597
1444;Особняк Гинцбург;114145.67;95048.55;"Миллионная ул., 14 (б. ул. Халтурина); Мойки р. наб., 13";60.1145542091;29.9816580908
1445;Дом Чернышева А.И. (Барятинских);114063.74;95099.42;"Миллионная ул., 21; Мошков пер., 6";60.1138189723;29.9825732957
1446;Дом жилой;114040.36;95004.63;Миллионная ул., 22;60.1136088868;29.9808688192
1447;Дом Апраксина Ф.А. (Абамелек-Лазарева С.С.);114046.57;94987.11;"Миллионная ул., 22; Мойки р. наб., 21";60.1136645781;29.9805537274
1448;Дом жилой;114010.72;94986.66;Миллионная ул., 24;60.1133428055;29.9805458273
1449;Дом Макарова А.В. (Абамелек-Лазарева С.С.);114015.63;94977.15;"Миллионная ул., 24; Мойки р. наб., 23";60.1133868496;29.9803747858
1450;Дом Г.А. Меньшикова (Запасный дом дворца вел. кн. Владимира Александровича);113920.93;95076.59;Миллионная ул., 29, лит. А;60.1125371267;29.9821634487
1451;Здание казарм Первого батальона  лейб-гвардии Преображенского полка;113872.78;94963.89;Миллионная ул., 33, лит. А;60.1121046644;29.9801371173
1452;Архив Государственного Совета;113870.88;94856.05;"Миллионная ул., 36; Зимней канавки наб., 3";60.1120873022;29.9781979528
1453;Жилой дом штаба Гвардейского корпуса;113809.02;94806.41;Миллионная ул., 38, лит. А;60.1115319264;29.9773057143
1454;Главная аптека;114275.35;95174.96;"Миллионная ул., 4; Аптекарский пер., 1";60.1157184504;29.983930785
1455;Ограда (две);114365.15;95375.00;"Миллионная ул., 5; Дворцовая наб., 6";60.1165248437;29.9875279822
1456;Сад;114382.26;95340.81;"Миллионная ул., 5; Дворцовая наб., 6";60.1166783539;29.9869130341
1457;"Статуя фонтанная ""Путто с веткой""";114384.10;95347.28;"Миллионная ул., 5; Дворцовая наб., 6";60.1166948804;29.9870293869
1458;Мраморный дворец;114349.74;95336.89;"Миллионная ул., 5; Дворцовая наб., 6; Мраморный пер.; Суворовская пл.";60.1163864638;29.9868426536
1459;Дворец;114323.94;95313.57;"Миллионная ул., 5; Дворцовая наб., 6; Мраморный пер.; Суворовская пл.";60.1161548531;29.9864233566
1460;Корпус служебный;114415.76;95356.44;"Миллионная ул., 5; Дворцовая наб., 6; Суворовская пл.";60.1169790607;29.9871940123
1461;Конюшенный двор с домом для прислуги при дворце вел. кн. Михаила Николаевича;114215.38;95145.57;Миллионная ул., 6, лит. А;60.115180124;29.9834025118
1462;Главное здание Конюшенного двора;114214.31;95147.29;Миллионная ул., 6, лит. А;60.1151705242;29.9834334486
1463;Дом для прислуги;114294.40;95038.86;Миллионная ул., 6, лит. А;60.1158891092;29.981483073
1464;Дом жилой (с дворовыми флигелями);114261.36;95246.78;Миллионная ул., 7;60.1155930361;29.985222449
1465;Дом Д.С. Бортнянского, в котором композитор жил в 1797-1825 годах;114246.04;95222.40;Миллионная ул., 9, лит.А;60.1154554811;29.9847840666
1466;Костел св. Марии на Выборгском римско-католическом кладбище с территорией;116684.67;97677.56;Минеральная ул., 23;60.1373411369;30.0289562283
1467;Ворота;116913.59;93054.47;Миргородская ул., 3, без лит.;60.1393877031;29.9457568965
1468;Административный корпус с приемным покоем;117112.28;92902.90;Миргородская ул., 3, лит. А;60.1411698855;29.9430260165
1469;Комплекс Александровской барачной больницы (больницы им. С.П. Боткина);117013.16;92872.05;Миргородская ул., 3, лит. А, В, Г, Д, Е, Ж, З, С, У, Щ, Ю, Я;60.1402799978;29.9424723436
1470;Жилой дом для персонала;117099.75;92818.83;Миргородская ул., 3, лит. В;60.1410567609;29.9415131397
1471;Изолятор;117037.83;92819.15;Миргородская ул., 3, лит. Г;60.1405010035;29.9415198897
1472;Три павильона летучих инфекций (детский и два взрослых);116931.00;92954.03;Миргородская ул., 3, лит. Е, Д, С;60.1395432098;29.9439490256
1473;Изолятор;117048.91;92758.72;Миргородская ул., 3, лит. Ж;60.1405999649;29.9404321226
1474;Хирургический корпус;117062.35;92680.40;Миргородская ул., 3, лит. З;60.1407199511;29.9390223332
1475;Одноэтажный лечебный корпус;117067.38;92618.36;Миргородская ул., 3, лит. У;60.1407645768;29.937905678
1476;Одноэтажный лечебный корпус;116990.52;92604.16;Миргородская ул., 3, лит. Щ;60.1400746032;29.9376514227
1477;Прозекторская;116955.43;92675.83;Миргородская ул., 3, лит. Ю;60.1397602577;29.9389418699
1478;Аптека и лаборатория;116970.27;92716.50;Миргородская ул., 3, лит. Я;60.1398937902;29.9396735653
1479;Дом причта;112860.68;90160.41;Митрофаньевское шоссе, д.10;60.1029792796;29.8937904848
1480;Церковный дом;112869.56;90359.92;Митрофаньевское шоссе, д.4;60.1030618178;29.8973768219
1481;Митрофаниевское кладбище (православное и лютеранское) с территорией и зданиями;112868.37;90274.03;Митрофаньевское шоссе, д.4, 6, 8, 10, 16 (Митрофаньевское шоссе, д.4-6-8 лит. А, 8а лит. Б, 8а лит. В, 10 лит. А);60.1030499281;29.8958328098
1482;Здание церковно-приходской школы;112867.23;90302.72;Митрофаньевское шоссе, д.6;60.1030401018;29.8963486025
1483;Дом причта;112864.35;90238.38;Митрофаньевское шоссе, д.8;60.1030133395;29.8951920443
1484;Мост;114828.68;94612.97;Михайловский сад;60.1206832247;29.9738200095
1485;Жилой дом;114723.41;96306.73;Мичуринская ул., 1, лит. А;60.119740951;30.004284966
1486;Пожарное отделение и полицейское управление Петровской части;114536.76;96406.42;"Мичуринская ул., 5; Пеньковая ул., 6";60.1180656098;30.0060777078
1487;Главное здание с каланчой, учебной башней, служебным корпусом, оградой и двумя воротами;114528.51;96398.15;"Мичуринская ул., 5; Пеньковая ул., 6";60.1179915685;30.0059289573
1488;Тяговая подстанция «Клинская» (№ 15) – первая давшая ток 7 марта 1942 года для блокадного трамвая;114387.66;92028.77;Можайская ул., д. 19, литера А;60.1167074252;29.9273476841
1489;Особняк;113984.42;94817.86;Мойки наб. р., 16, лит. А;60.1131062636;29.9775105192
1490;Особняк и дом Жадимировских (Н.Е. Демидовой);114075.20;94776.30;"Мойки наб. р., 16, лит. А; Большая Конюшенная ул., 7, лит. А";60.1139209283;29.9767625856
1491;Ограда;114897.35;94949.47;Мойки р. наб.;60.1213006406;29.9798721366
1492;"Ансамбль ""Новая Голландия""";112310.38;93561.90;"Мойки р. наб., 103; Крюкова канала наб., 1, корп. 1, 8, 12, 16, 17; Адмиралтейского канала наб., 4-а, 4-б";60.0980751108;29.9549458341
1493;"Тюрьма (""Арестантская башня"")";112158.06;93562.03;"Мойки р. наб., 103; Крюкова канала наб., 1, корп. 1, 8, 12, 16, 17; Адмиралтейского канала наб., 4-а, 4-б";60.0967079616;29.9549500472
1494;Ковш и внутренние каналы;112327.19;93546.12;"Мойки р. наб., 103; Крюкова канала наб., 1, корп. 1, 8, 12, 16, 17; Адмиралтейского канала наб., 4-а, 4-б";60.0982258918;29.9546619909
1495;Кузница;112215.79;93556.44;"Мойки р. наб., 103; Крюкова канала наб., 1, корп. 1, 8, 12, 16, 17; Адмиралтейского канала наб., 4-а, 4-б";60.0972260835;29.9548488621
1496;Склады лесные (три) с аркой;112393.03;93535.20;"Мойки р. наб., 103; Крюкова канала наб., 1, корп. 1, 8, 12, 16, 17; Адмиралтейского канала наб., 4-а, 4-б";60.0988167717;29.9544648906
1497;Дом Воронцовой М.В. (дворец Великой княгини Ксении Александровны);112331.66;93335.92;Мойки р. наб., 106;60.0982646572;29.950883711
1498;Дом жилой;112293.79;93297.67;Мойки р. наб., 106;60.0979244964;29.9501967046
1499;Ограда во дворе;112318.92;93328.28;Мойки р. наб., 106;60.0981502579;29.9507465579
1500;Ограда;112301.90;93373.35;Мойки р. наб., 106;60.0979977952;29.9515568878
1501;Палисадник;112338.87;93317.68;Мойки р. наб., 106;60.0983292479;29.95055576
